Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
753,0,3,79.0,9236,1,1,0,3,4,0,5,2,2,0,2,6,4,1997,1997,1,1,12,13,2,0,3,2,2,2,4,1,2,1200,6,0,279,1479,1,0,1,0,1494,0,0,1494,1,0,2,0,3,1,2,6,6,0,3,1,1997.0,2,2,576,5,5,2,168,27,0,0,0,0,3,4,1,0,6,0,8,4,12.287657240806912
754,5,3,80.0,10240,1,1,3,3,4,0,16,2,2,0,5,8,4,2005,2005,1,1,12,13,1,118,2,4,2,2,4,2,6,0,6,0,1030,1030,1,2,1,0,1038,1060,0,2098,0,0,2,1,3,1,0,8,6,1,2,1,2005.0,2,3,878,5,5,2,192,52,0,0,0,0,3,4,1,0,2,0,8,4,12.526346537332586
755,0,3,61.0,7930,1,1,3,3,4,0,12,2,2,0,2,6,7,1969,2005,1,1,9,10,2,0,3,4,1,4,4,3,2,439,3,472,115,1026,1,2,1,0,1026,0,0,1026,1,0,1,0,3,1,2,5,6,0,3,5,1969.0,2,2,440,5,5,2,171,48,0,0,0,0,3,4,1,0,6,3,8,4,11.957617696467539
756,12,1,34.0,3230,1,2,3,3,4,0,21,2,2,4,5,6,4,1999,1999,1,1,8,8,1,316,3,4,2,2,4,3,2,381,6,0,348,729,1,2,1,0,742,729,0,1471,0,0,2,1,3,1,3,6,6,0,3,5,1999.0,3,2,440,5,5,2,0,24,0,0,0,0,3,4,1,0,2,3,8,4,12.058158312538195
757,5,3,68.0,10769,1,1,0,3,4,0,5,2,2,0,5,8,4,2007,2007,1,1,12,13,2,0,2,4,2,2,4,0,2,20,6,0,846,866,1,0,1,0,866,902,0,1768,0,0,2,1,3,1,2,7,6,0,3,1,2007.0,2,2,578,5,5,2,144,105,0,0,0,0,3,4,1,0,3,3,8,4,12.264346270624154
758,5,3,71.0,11616,1,1,0,3,1,0,19,2,2,0,5,6,4,1978,1978,3,1,6,6,0,211,3,4,1,4,4,2,5,438,6,0,234,672,1,4,1,0,672,714,0,1386,0,0,2,1,3,1,3,6,6,1,5,1,1978.0,0,2,440,5,5,2,335,0,0,0,0,0,3,0,1,0,3,4,8,0,11.97603664577121
759,12,1,24.0,2280,1,2,3,3,4,0,21,2,2,3,5,7,4,1999,1999,1,1,8,8,1,224,3,4,2,2,4,3,0,549,6,0,195,744,1,2,1,0,757,744,0,1501,0,0,2,1,3,1,3,6,6,0,3,5,1999.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2,8,4,12.097378802727304
760,5,3,65.0,12257,1,1,0,3,4,0,15,2,2,0,5,8,4,1995,1995,1,1,12,13,1,275,2,4,2,2,4,0,3,56,0,64,1198,1318,1,0,1,0,1328,1203,0,2531,0,0,2,1,4,1,2,9,6,1,5,1,1995.0,2,3,752,5,5,2,222,98,0,0,0,0,3,4,1,0,10,1,8,4,12.577639650232573
761,0,3,70.0,9100,1,1,3,3,4,0,12,2,2,0,2,6,5,1959,1959,3,1,13,14,2,0,3,4,1,4,4,3,5,612,6,0,252,864,1,0,1,0,864,0,0,864,0,0,1,0,2,1,3,5,6,0,3,5,2008.0,3,1,300,0,0,2,0,0,0,0,0,0,3,4,3,450,9,3,8,4,11.755879486687114
762,1,4,60.0,6911,1,1,3,3,2,0,3,1,2,0,2,5,4,1924,1950,1,1,13,14,2,0,3,4,2,4,4,2,3,405,6,0,740,1145,1,4,1,0,1301,0,0,1301,0,0,1,0,2,1,1,5,2,0,3,5,1965.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,9,3,8,4,11.51293546492023
763,5,1,72.0,8640,1,1,3,3,4,0,21,2,2,0,5,7,4,2009,2009,1,1,12,13,2,0,3,4,2,2,4,2,2,24,6,0,732,756,1,0,1,0,764,783,0,1547,0,0,2,1,3,1,2,7,6,0,3,1,2009.0,3,2,614,5,5,2,169,45,0,0,0,0,3,4,1,0,5,4,2,4,12.279327754099116
764,5,3,82.0,9430,1,1,3,3,4,0,15,2,2,0,5,8,4,1999,1999,1,1,12,13,1,302,2,4,2,2,4,2,2,1163,6,0,89,1252,1,0,1,0,1268,1097,0,2365,1,0,2,1,3,1,2,8,6,1,2,1,1999.0,2,3,856,5,5,2,0,128,0,0,180,0,3,4,1,0,6,3,8,4,12.727841176689148
765,11,3,30.0,9549,1,1,0,3,1,0,24,2,2,4,2,8,4,1995,1996,3,1,3,3,2,0,2,2,2,2,1,0,3,437,2,1057,0,1494,1,0,1,0,1494,0,0,1494,1,0,1,1,2,1,0,6,6,1,2,1,1995.0,0,2,481,5,5,2,0,30,0,0,216,0,3,4,1,0,3,0,8,4,12.506180941677355
766,0,3,75.0,14587,1,1,0,3,4,0,21,2,2,0,2,9,4,2008,2008,1,1,12,13,3,184,2,4,2,2,4,3,6,0,6,0,1498,1498,1,0,1,0,1506,0,0,1506,0,0,2,0,2,1,0,6,6,1,2,1,2008.0,0,2,592,5,5,2,0,174,0,0,0,0,3,4,1,0,7,2,6,5,12.484208043148731
767,5,3,80.0,10421,1,1,3,3,4,0,14,2,2,0,5,7,4,1988,1988,1,1,6,6,1,18,3,4,1,2,4,3,2,394,6,0,586,980,1,4,1,0,980,734,0,1714,0,0,2,1,3,1,3,7,6,1,5,1,1988.0,3,2,496,5,5,2,228,66,156,0,0,0,3,2,3,500,2,4,8,4,12.188422799337028
768,4,3,75.0,12508,1,1,0,3,4,0,11,2,2,0,0,6,6,1940,1985,1,1,12,13,2,0,3,4,1,2,4,2,0,660,6,0,323,983,1,0,1,0,983,767,0,1750,1,0,2,0,4,1,3,7,4,0,3,1,1989.0,3,1,423,5,5,2,245,0,156,0,0,0,3,4,3,1300,6,2,8,4,11.98293534419643
769,0,3,70.0,9100,1,1,3,3,4,0,5,2,2,0,2,7,4,2004,2005,3,1,12,13,2,0,2,4,2,2,4,3,2,24,6,0,1836,1860,1,0,1,0,1836,0,0,1836,0,0,2,0,3,1,2,8,6,1,2,1,2004.0,0,2,484,5,5,2,120,33,0,0,0,0,3,4,1,0,9,0,8,4,12.28690580994122
770,5,3,47.0,53504,1,1,1,1,1,1,22,2,2,0,5,8,4,2003,2003,3,1,5,15,1,290,0,4,2,2,4,1,0,1416,6,0,234,1650,1,0,1,0,1690,1589,0,3279,1,0,3,1,4,1,0,12,4,1,2,3,2003.0,0,3,841,5,5,2,503,36,0,0,210,0,3,4,1,0,5,4,8,4,13.195615697878251
771,9,3,71.0,7252,1,1,0,3,1,0,19,2,2,0,6,5,4,1982,1982,3,1,13,14,2,0,3,4,1,2,4,0,2,685,6,0,173,858,1,4,1,0,858,0,0,858,1,0,1,0,2,1,3,5,6,0,3,5,1983.0,3,2,576,5,5,2,120,0,0,0,0,0,3,4,1,0,3,3,8,4,11.812296455066814
772,0,3,67.0,8877,1,1,3,3,4,0,7,2,2,0,2,4,4,1951,1951,1,1,13,14,2,0,3,4,1,1,0,3,3,836,6,0,0,836,1,4,1,0,1220,0,0,1220,0,0,1,0,2,1,3,6,6,0,3,5,1951.0,3,2,396,5,5,2,0,0,0,0,0,0,3,4,1,0,3,0,0,4,11.53273789613992
773,8,3,94.0,7819,1,1,3,3,4,0,7,2,2,0,7,6,4,1976,1976,1,1,9,10,2,0,3,4,1,4,4,0,0,422,1,127,480,1029,1,4,1,0,1117,0,0,1117,1,0,1,0,3,1,3,6,6,1,5,5,1976.0,3,2,672,5,5,2,144,0,0,0,0,0,3,2,1,0,2,4,8,0,11.580593459194764
774,0,3,70.0,10150,1,1,3,3,4,0,12,1,2,0,2,5,4,1958,1958,1,1,13,14,2,1,3,4,1,4,4,3,5,456,6,0,456,912,1,0,1,0,912,0,0,912,0,0,1,0,2,1,3,5,6,0,3,1,1958.0,2,1,275,5,5,2,0,0,0,0,0,0,3,4,1,0,6,1,0,4,11.648338835562749
775,0,3,110.0,14226,1,1,3,3,0,0,16,2,2,0,2,8,4,2006,2006,3,1,12,13,1,231,2,4,2,2,4,0,6,0,6,0,1935,1935,1,2,1,0,1973,0,0,1973,0,0,2,0,3,1,2,9,6,1,2,1,2006.0,0,3,895,5,5,2,315,45,0,0,0,0,3,4,1,0,6,1,6,5,12.886643575525625
776,11,4,32.0,4500,1,1,3,3,2,0,11,2,2,4,2,6,4,1998,1998,3,1,12,13,1,209,3,4,2,0,4,3,2,866,6,0,338,1204,1,0,1,0,1204,0,0,1204,1,0,2,0,2,1,3,5,6,0,3,1,1998.0,0,2,412,5,5,2,0,247,0,0,0,0,3,4,1,0,5,3,8,4,11.995357787034974
777,0,3,86.0,11210,1,1,0,3,4,0,5,2,2,0,2,7,4,2005,2006,1,1,12,13,1,157,2,4,2,2,4,0,2,20,6,0,1594,1614,1,0,1,0,1614,0,0,1614,0,0,2,0,3,1,2,7,6,0,3,1,2005.0,2,3,865,5,5,2,144,59,0,0,0,0,3,4,1,0,6,0,6,5,12.308182383129823
778,0,3,100.0,13350,1,1,0,3,4,0,19,2,2,0,2,5,4,1974,1974,3,1,6,10,2,0,3,4,1,4,4,3,0,762,6,0,102,864,1,4,1,0,894,0,0,894,1,0,1,0,3,1,3,5,6,1,1,1,1974.0,3,2,440,5,5,2,241,0,0,0,0,0,3,2,1,0,5,0,8,4,11.86710429621008
779,10,2,60.0,8400,1,1,3,3,4,0,20,1,2,2,2,5,4,1977,1977,1,1,9,10,1,209,3,4,3,3,2,4,4,0,4,0,0,0,1,4,1,0,2020,0,0,2020,0,0,2,0,4,2,3,10,6,2,5,5,1977.0,3,2,630,5,5,2,0,0,0,0,0,0,3,4,1,0,9,1,8,4,11.87757552297847
780,10,3,78.0,10530,1,1,3,3,4,0,11,2,2,2,6,6,4,1977,1977,1,1,9,7,1,49,3,4,1,2,4,1,2,975,6,0,0,975,1,4,1,0,1004,0,0,1004,1,0,1,0,2,1,3,4,6,0,3,1,1977.0,3,2,504,5,5,2,0,0,0,0,0,0,3,4,1,0,4,0,8,4,11.813037464800539
781,0,3,63.0,7875,1,1,3,3,4,0,8,2,2,0,2,7,4,1995,1996,1,1,6,6,1,15,3,4,2,2,1,3,6,0,6,0,1237,1237,1,2,1,0,1253,0,0,1253,0,0,2,0,3,1,3,6,6,1,5,1,1995.0,0,2,402,5,5,2,220,21,0,0,0,0,3,4,1,0,5,1,8,4,12.07824495582233
782,5,3,65.0,7153,1,1,3,3,4,0,20,2,2,0,5,6,4,1992,1992,1,1,12,13,2,0,2,2,2,2,4,3,0,387,6,0,374,761,1,0,1,0,810,793,0,1603,0,0,2,1,3,1,2,7,6,0,3,1,1992.0,2,2,484,5,5,2,0,124,0,0,0,0,3,4,1,0,6,0,8,4,12.077676615757813
783,0,3,67.0,16285,1,1,1,3,4,0,5,2,2,0,2,7,4,2001,2002,1,1,12,13,2,0,2,4,2,2,4,3,6,0,6,0,1413,1413,1,0,1,0,1430,0,0,1430,0,0,2,0,3,1,2,6,6,0,3,1,2001.0,2,2,605,5,5,2,0,33,0,0,0,0,3,4,1,0,5,3,8,4,12.139403856983336
784,9,3,73.0,9101,1,1,0,3,0,0,11,2,2,0,6,5,5,1978,1978,1,1,9,10,1,60,3,2,2,2,4,0,2,1097,6,0,0,1097,1,0,1,0,1110,0,0,1110,1,0,1,0,1,1,2,4,6,1,5,1,1978.0,0,2,602,5,5,2,303,30,0,0,0,0,3,4,1,0,6,3,8,4,12.016732516077072
785,7,4,35.0,6300,1,0,3,3,4,0,17,2,2,0,4,6,5,1914,2001,1,1,13,15,2,0,3,4,1,4,4,3,6,0,6,0,742,742,1,0,1,0,742,742,0,1484,0,0,2,0,3,1,3,9,6,1,2,6,0.0,1,0,0,3,3,2,0,291,134,0,0,0,3,4,1,0,5,2,8,4,11.759793355371235
786,0,3,80.0,9790,1,1,3,3,4,0,14,1,2,0,2,6,4,1967,1967,1,1,3,14,2,0,3,4,1,4,4,3,5,251,3,630,491,1372,1,4,1,0,1342,0,0,1342,0,0,2,0,3,1,3,7,6,1,2,1,1967.0,3,2,457,5,5,2,0,0,0,0,197,0,3,4,1,0,8,3,8,4,11.992266613576144
787,4,4,60.0,10800,1,1,3,3,4,0,17,0,2,0,0,5,5,1915,1950,1,1,8,8,2,0,3,2,2,1,4,3,3,686,6,0,0,686,1,4,1,0,966,686,0,1652,1,0,2,0,4,1,3,7,6,0,3,5,1961.0,3,1,416,5,5,2,0,0,196,0,0,0,3,4,3,1200,5,4,8,4,11.842236406331557
788,5,3,76.0,10142,1,1,0,3,4,0,20,2,2,0,5,7,4,2004,2004,1,1,12,13,2,0,2,4,2,2,4,3,2,656,6,0,300,956,1,0,1,0,956,1128,0,2084,1,0,2,1,4,1,2,8,6,0,3,3,2004.0,2,2,618,5,5,2,0,45,0,0,0,0,3,4,1,0,0,4,8,4,12.358798024384122
789,0,4,50.0,6000,1,1,3,3,0,0,17,2,2,0,2,4,6,1954,2000,1,1,8,8,2,0,3,4,1,4,4,3,6,0,6,0,901,901,1,0,1,0,901,0,0,901,0,0,1,0,2,1,3,4,6,0,3,5,1954.0,3,1,281,1,5,2,0,0,0,0,0,0,3,4,1,0,7,2,8,4,11.588969419043874
790,5,3,80.0,12205,1,1,0,2,4,0,4,2,2,0,5,6,7,1966,2007,1,1,6,6,1,100,3,4,1,4,0,1,3,568,6,0,264,832,1,2,1,0,976,1111,0,2087,0,0,2,1,5,1,2,9,6,0,3,1,1966.0,0,2,444,5,5,2,133,168,0,0,0,0,3,4,1,0,6,1,8,4,12.141539457711715
791,11,3,43.0,3182,1,1,3,3,4,0,0,2,2,4,2,7,4,2005,2006,1,1,12,13,1,2,2,4,2,2,4,3,2,16,6,0,1129,1145,1,0,1,0,1145,0,0,1145,0,0,2,0,2,1,2,5,6,1,2,1,2005.0,0,2,397,5,5,2,100,16,0,0,0,0,3,4,1,0,8,3,8,4,11.984184555794167
792,8,3,73.0,11333,1,1,0,3,0,0,11,2,2,0,7,6,4,1976,1976,1,1,6,6,2,0,3,4,2,2,4,0,0,539,6,0,490,1029,1,4,1,0,1062,0,0,1062,1,0,1,0,3,1,3,5,6,2,5,1,1976.0,2,2,539,5,5,2,120,0,0,0,0,0,3,4,1,0,4,1,8,4,11.896833207128454
793,5,3,92.0,9920,1,1,0,3,1,0,15,2,2,0,5,7,4,1996,1997,1,1,8,8,2,0,2,4,2,2,4,0,2,862,6,0,255,1117,1,0,1,0,1127,886,0,2013,1,0,2,1,3,1,3,8,6,1,5,1,1997.0,3,2,455,5,5,2,180,130,0,0,0,0,3,4,1,0,5,1,8,4,12.505402864156403
794,0,3,76.0,9158,1,1,3,3,4,0,21,2,2,0,2,8,4,2007,2007,1,1,5,5,3,86,2,4,2,2,4,0,6,0,6,0,1496,1496,1,0,1,0,1496,0,0,1496,0,0,2,0,3,1,2,7,6,0,3,1,2007.0,0,2,474,5,5,2,168,130,0,0,0,0,3,4,1,0,5,1,6,5,12.323860125621126
795,5,3,65.0,10832,1,1,0,3,0,0,8,2,2,0,5,7,4,1994,1996,1,1,8,8,2,0,2,4,2,2,4,3,6,0,6,0,712,712,1,0,1,0,1086,809,0,1895,0,0,2,1,3,1,2,7,6,1,5,1,1994.0,0,2,409,5,5,2,143,46,0,0,0,0,3,4,3,500,9,2,8,4,12.178192583415596
796,5,3,70.0,8400,1,1,3,3,4,0,20,2,2,0,5,6,5,1980,1981,1,1,6,6,1,80,3,4,1,2,4,3,6,0,6,0,650,650,1,4,1,0,888,676,0,1564,0,0,2,1,3,1,3,7,6,1,5,1,1980.0,3,2,476,5,5,2,0,50,0,0,204,0,3,2,1,0,3,4,8,4,12.049424683420913
797,0,3,71.0,8197,1,1,3,3,4,0,19,2,2,0,2,6,4,1977,1977,1,1,9,10,1,93,3,4,1,4,4,3,6,0,6,0,660,660,1,0,1,0,1285,0,0,1285,0,0,1,1,3,1,3,7,6,1,5,1,1977.0,2,2,528,5,5,2,138,0,0,0,0,0,3,2,1,0,3,1,8,4,11.874097282798648
798,0,3,57.0,7677,1,1,3,3,4,0,12,2,2,0,2,5,4,1953,1953,1,1,12,13,2,0,3,4,1,4,4,3,1,570,6,0,203,773,1,2,1,0,773,0,0,773,0,0,1,0,2,1,3,4,6,0,3,1,1953.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,3,2,8,0,11.608244735642321
799,5,3,104.0,13518,1,1,3,3,4,0,16,2,2,0,5,9,4,2008,2009,3,1,12,13,3,314,0,4,2,0,4,3,6,0,6,0,1926,1926,1,0,1,0,1966,1174,0,3140,0,0,3,1,4,1,0,11,6,2,2,3,2009.0,0,3,820,5,5,2,144,78,0,0,0,0,3,4,1,0,6,3,6,5,13.091906231773164
800,4,3,60.0,7200,1,1,3,3,0,0,18,1,2,0,0,5,6,1937,1950,1,1,13,14,1,165,3,4,0,2,4,3,0,569,6,0,162,731,1,0,1,0,981,787,0,1768,1,0,1,1,3,1,2,7,6,2,5,5,1939.0,3,1,240,5,5,2,0,0,264,0,0,0,3,2,1,0,5,1,8,4,12.07254696717504
801,5,3,79.0,12798,1,1,0,1,4,1,4,1,2,0,5,6,4,1997,1997,1,1,12,13,2,0,3,4,2,2,4,1,2,462,6,0,154,616,1,2,1,0,616,1072,0,1688,1,0,2,1,4,1,2,8,6,0,3,1,1997.0,2,2,603,5,5,2,403,114,185,0,0,0,3,4,3,400,4,2,8,4,12.206077645517675
802,1,4,40.0,4800,1,1,3,3,4,0,9,2,2,0,2,4,6,1916,1990,1,1,8,8,2,0,3,4,1,4,4,3,3,197,6,0,999,1196,1,0,1,0,1196,0,0,1196,1,0,1,0,2,1,3,5,6,0,3,5,1957.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,6,1,8,4,11.607335239531391
803,5,3,63.0,8199,1,1,3,3,4,0,5,2,2,0,5,7,4,2005,2005,1,1,14,15,2,0,2,4,2,2,4,0,2,648,6,0,80,728,1,0,1,0,728,728,0,1456,1,0,2,1,3,1,2,7,6,1,2,1,2005.0,0,2,410,5,5,2,36,18,0,0,0,0,3,4,1,0,9,2,8,4,12.149507585033074
804,5,3,107.0,13891,1,1,3,3,4,0,16,2,2,0,5,9,4,2008,2009,3,1,12,13,3,247,0,4,2,0,4,1,6,0,6,0,1734,1734,1,0,1,0,1734,1088,0,2822,0,0,3,1,4,1,0,12,6,1,2,3,2009.0,2,3,1020,5,5,2,52,170,0,0,192,0,3,4,1,0,0,3,6,5,13.275829251377
805,0,3,75.0,9000,1,1,3,3,4,0,12,2,2,0,2,5,4,1954,1954,1,1,13,14,2,0,3,4,1,4,4,3,3,812,6,0,124,936,1,4,1,0,1128,0,0,1128,0,0,1,0,2,1,3,5,2,0,3,1,1954.0,3,1,286,5,5,2,0,0,0,0,0,0,3,1,1,0,5,0,8,3,11.678448377988165
806,0,3,91.0,12274,1,1,0,3,2,0,21,2,2,0,2,7,4,2008,2008,1,1,12,13,3,168,2,4,2,2,4,3,6,0,6,0,1417,1417,1,0,1,0,1428,0,0,1428,0,0,2,0,3,1,0,6,6,0,3,1,2008.0,2,2,554,5,5,2,0,60,0,0,0,0,3,4,1,0,6,2,6,5,12.335700805443336
807,8,3,75.0,9750,1,1,3,3,4,0,12,2,2,0,7,5,4,1967,1967,1,1,12,13,2,0,3,4,2,4,4,0,0,400,5,480,100,980,1,2,1,0,980,0,0,980,0,0,2,0,3,1,3,6,6,0,3,1,1967.0,0,1,384,5,5,2,68,0,0,0,0,0,3,4,1,0,9,0,8,4,11.816734299348461
808,6,3,144.0,21384,1,1,3,3,4,0,3,2,2,0,5,5,5,1923,2004,1,1,13,14,2,0,3,4,1,4,4,1,2,1309,6,0,15,1324,1,0,1,0,1072,504,0,1576,2,0,1,1,3,1,2,6,6,1,5,1,1923.0,2,2,528,5,5,2,0,312,0,0,0,0,3,4,1,0,4,3,8,4,12.317171167298682
809,8,3,85.0,13400,1,1,3,3,4,0,12,2,2,0,7,5,4,1966,1966,1,1,12,13,1,321,3,4,1,4,4,0,0,516,1,128,380,1024,1,4,1,0,1086,0,0,1086,1,0,1,0,3,1,3,6,6,1,2,1,1966.0,2,2,484,5,5,2,0,0,0,0,0,0,3,1,1,0,5,0,8,4,11.982622797311855
810,7,4,90.0,8100,1,1,3,3,0,0,17,2,2,0,4,5,4,1898,1965,3,1,0,0,2,0,3,4,2,4,4,3,6,0,6,0,849,849,1,4,0,0,1075,1063,0,2138,0,0,2,0,2,3,3,11,6,0,3,5,1910.0,3,2,360,1,4,0,40,156,0,0,0,0,3,2,1,0,10,3,8,4,11.571203807011967
811,0,3,78.0,10140,1,1,3,3,4,0,14,2,2,0,2,6,5,1974,1999,3,1,6,6,1,56,3,4,1,4,4,3,0,663,3,377,0,1040,1,1,1,0,1309,0,0,1309,1,0,1,1,3,1,2,5,6,1,1,1,1974.0,2,2,484,5,5,2,265,0,0,0,0,648,1,0,1,0,0,0,8,4,12.106257835094581
812,11,4,70.0,4438,1,1,3,3,4,0,5,2,2,4,2,6,4,2004,2004,1,1,12,13,1,111,2,4,2,2,4,1,2,662,6,0,186,848,1,0,1,0,848,0,0,848,1,0,1,0,1,1,2,4,6,1,2,1,2004.0,0,2,420,5,5,2,140,0,0,0,0,0,3,4,1,0,5,2,3,4,11.881041706925902
813,0,0,66.0,8712,0,1,3,0,4,1,9,2,2,0,2,5,4,1952,1952,3,1,13,14,2,0,1,4,1,4,4,0,6,0,6,0,540,540,1,4,0,0,1044,0,0,1044,0,0,1,0,2,1,1,4,6,0,3,2,1952.0,3,2,504,5,5,0,0,0,0,0,0,0,3,4,3,54,5,4,8,2,10.932999821119935
814,0,3,75.0,9750,1,1,3,3,4,0,12,2,2,0,2,6,5,1958,1958,1,1,8,8,1,158,3,4,1,4,4,3,5,608,6,0,834,1442,1,2,1,0,1442,0,0,1442,0,0,1,1,4,1,3,7,6,0,3,1,1958.0,2,1,301,5,5,2,0,0,275,0,0,0,3,4,3,500,3,1,0,4,11.96972353334591
815,4,3,45.0,8248,1,0,3,3,4,0,7,2,2,0,0,5,6,1918,1950,1,1,11,12,2,0,3,4,0,4,4,3,6,0,6,0,686,686,2,2,1,0,686,564,0,1250,0,1,1,1,3,1,1,7,6,0,3,5,1955.0,3,1,280,5,5,1,207,0,96,0,0,0,3,4,1,0,6,0,8,4,11.661354090741
816,0,3,48.0,12137,1,1,1,3,1,0,5,2,2,0,2,7,4,1998,1998,1,1,12,13,1,255,3,4,2,2,4,3,6,0,6,0,1649,1649,1,0,1,0,1661,0,0,1661,0,0,2,0,3,1,2,6,6,0,3,1,1998.0,2,2,598,5,5,2,0,34,0,0,0,0,3,4,1,0,4,4,8,4,12.323415584358154
817,0,3,73.0,11425,1,1,0,3,0,0,12,2,2,0,2,5,5,1954,1954,1,1,3,3,2,0,3,4,1,4,4,3,1,486,6,0,522,1008,1,2,1,0,1008,0,0,1008,0,0,1,0,2,1,3,4,6,1,2,1,1954.0,2,1,275,5,5,2,0,0,120,0,0,0,3,4,1,0,6,0,8,4,11.827743504053695
818,0,3,73.0,13265,1,1,0,3,1,0,11,2,2,0,2,8,4,2002,2002,3,1,5,5,1,93,2,4,2,2,4,3,2,1218,6,0,350,1568,1,0,1,0,1689,0,0,1689,1,0,2,0,3,1,2,7,6,2,2,1,2002.0,2,3,857,5,5,2,150,59,0,0,0,0,3,4,1,0,6,2,8,4,12.509877789891933
819,8,3,80.0,8816,1,1,3,3,4,0,4,2,2,0,7,6,6,1971,1971,1,1,6,6,1,41,3,4,1,4,4,0,2,504,6,0,506,1010,1,2,1,0,1052,0,0,1052,1,0,1,0,3,1,3,6,6,0,3,1,1971.0,3,2,440,5,5,2,0,0,0,0,0,0,3,2,1,0,5,4,8,4,11.951186847493474
820,11,3,44.0,6371,1,1,0,3,4,0,16,2,2,4,2,7,4,2009,2010,1,1,12,13,3,79,2,4,2,2,4,2,2,733,6,0,625,1358,1,0,1,0,1358,0,0,1358,1,0,2,0,2,1,2,6,6,1,2,1,2010.0,2,2,484,5,5,2,192,35,0,0,0,0,3,4,1,0,5,4,6,5,12.319405795112926
821,5,3,72.0,7226,1,1,0,3,1,0,5,2,2,0,5,7,4,2003,2003,1,1,12,13,2,0,2,4,2,2,4,3,6,0,6,0,798,798,1,0,1,0,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,3,1,2003.0,2,2,595,5,5,2,0,45,0,0,0,0,3,4,1,0,5,2,8,4,12.117246896289506
822,0,4,60.0,6000,1,2,3,0,4,1,17,2,2,1,2,4,3,1953,1953,1,1,8,8,2,0,1,4,1,1,4,3,6,0,6,0,936,936,1,4,0,0,936,0,0,936,0,0,1,0,2,1,3,4,3,0,3,5,1974.0,3,2,576,5,5,2,0,32,112,0,0,0,3,4,1,0,1,3,8,4,11.440365524765756
823,5,3,65.0,12394,1,1,0,3,0,0,8,2,2,0,5,7,4,2003,2003,1,1,12,13,2,0,2,4,2,2,4,1,6,0,6,0,847,847,1,0,1,0,847,886,0,1733,0,0,2,1,3,1,2,7,6,1,2,3,2003.0,0,2,433,5,5,2,100,48,0,0,0,0,3,4,1,0,9,1,8,3,12.323860125621126
824,4,3,60.0,9900,1,1,3,3,4,0,18,2,2,0,0,6,6,1940,1950,1,1,12,13,2,0,3,4,0,4,4,3,6,0,6,0,778,778,1,4,1,0,944,545,0,1489,0,0,2,0,3,1,3,7,6,1,2,5,1940.0,3,1,240,5,5,2,335,0,0,0,0,0,3,1,1,0,6,3,8,4,11.845827048676643
825,0,1,81.0,11216,1,1,3,3,4,0,21,2,2,0,2,8,4,2006,2006,1,1,12,13,2,0,2,4,2,2,1,3,6,0,6,0,1489,1489,1,0,1,0,1489,0,0,1489,0,0,2,0,3,1,2,7,6,1,2,1,2006.0,2,2,776,5,5,2,0,140,0,0,0,0,3,4,1,0,5,0,6,5,12.357079818283598
826,0,3,114.0,14803,1,1,3,3,4,0,16,4,4,0,2,10,4,2007,2008,3,1,5,5,1,313,0,4,2,0,4,0,2,1636,6,0,442,2078,1,0,1,0,2084,0,0,2084,1,0,2,0,2,1,0,7,6,1,2,1,2007.0,0,3,1220,5,5,2,188,45,0,0,0,0,3,4,1,0,5,2,6,5,12.861001210669146
827,3,4,50.0,6130,1,1,3,3,4,0,3,2,2,0,1,5,5,1924,1950,1,1,8,8,2,0,3,4,0,4,4,3,0,784,6,0,0,784,1,2,1,0,784,0,0,784,1,0,1,0,2,1,2,5,6,0,3,6,0.0,1,0,0,3,3,2,0,0,116,0,0,0,3,4,1,0,4,2,8,4,11.603688960617086
828,0,3,65.0,8529,1,1,0,3,4,0,20,2,2,0,2,7,4,2001,2001,1,1,12,13,2,0,2,4,2,2,4,3,2,20,6,0,1434,1454,1,0,1,0,1434,0,0,1434,0,0,2,0,3,1,2,6,6,1,5,1,2001.0,2,2,527,5,5,2,290,39,0,0,0,0,3,4,1,0,3,3,8,4,12.149507585033074
